sg	trm	hm	xyz
160	a,b,c	R 3 m :h	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,z;-x+y,y,z;x,x-y,z;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;-y+2/3,-x+1/3,z+1/3;-x+y+2/3,y+1/3,z+1/3;x+2/3,x-y+1/3,z+1/3;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;-y+1/3,-x+2/3,z+2/3;-x+y+1/3,y+2/3,z+2/3;x+1/3,x-y+2/3,z+2/3
160	2/3a+1/3b+1/3c,-1/3a+1/3b+1/3c,-1/3a-2/3b+1/3c	R 3 m :R	x,y,z;z,x,y;y,z,x;z,y,x;y,x,z;x,z,y
161	a,b,c	R 3 c :h	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;-y+2/3,-x+1/3,z+5/6;-x+y+2/3,y+1/3,z+5/6;x+2/3,x-y+1/3,z+5/6;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;-y+1/3,-x+2/3,z+1/6;-x+y+1/3,y+2/3,z+1/6;x+1/3,x-y+2/3,z+1/6
161	2/3a+1/3b+1/3c,-1/3a+1/3b+1/3c,-1/3a-2/3b+1/3c	R 3 c :R	x,y,z;z,x,y;y,z,x;z+1/2,y+1/2,x+1/2;y+1/2,x+1/2,z+1/2;x+1/2,z+1/2,y+1/2;z+3/2,y+1/2,x+1/2;y+3/2,x+1/2,z+1/2;x+3/2,z+1/2,y+1/2;z+1/2,y+1/2,x-1/2;y+1/2,x+1/2,z-1/2;x+1/2,z+1/2,y-1/2
162	a,b,c	P -3 1 m	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,-z;-x+y,y,-z;x,x-y,-z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;y,x,z;x-y,-y,z;-x,-x+y,z
163	a,b,c	P -3 1 c	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,-z+1/2;-x+y,y,-z+1/2;x,x-y,-z+1/2;-x,-y,-z;y,-x+y,-z;x-y,x,-z;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
164	a,b,c	P -3 m 1	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z;x-y,-y,-z;-x,-x+y,-z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;-y,-x,z;-x+y,y,z;x,x-y,z
165	a,b,c	P -3 c 1	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z+1/2;x-y,-y,-z+1/2;-x,-x+y,-z+1/2;-x,-y,-z;y,-x+y,-z;x-y,x,-z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2
166	a,b,c	R -3 m :h	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z;x-y,-y,-z;-x,-x+y,-z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;-y,-x,z;-x+y,y,z;x,x-y,z;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;y+2/3,x+1/3,-z+1/3;x-y+2/3,-y+1/3,-z+1/3;-x+2/3,-x+y+1/3,-z+1/3;-x+2/3,-y+1/3,-z+1/3;y+2/3,-x+y+1/3,-z+1/3;x-y+2/3,x+1/3,-z+1/3;-y+2/3,-x+1/3,z+1/3;-x+y+2/3,y+1/3,z+1/3;x+2/3,x-y+1/3,z+1/3;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;y+1/3,x+2/3,-z+2/3;x-y+1/3,-y+2/3,-z+2/3;-x+1/3,-x+y+2/3,-z+2/3;-x+1/3,-y+2/3,-z+2/3;y+1/3,-x+y+2/3,-z+2/3;x-y+1/3,x+2/3,-z+2/3;-y+1/3,-x+2/3,z+2/3;-x+y+1/3,y+2/3,z+2/3;x+1/3,x-y+2/3,z+2/3
166	2/3a+1/3b+1/3c,-1/3a+1/3b+1/3c,-1/3a-2/3b+1/3c	R -3 m :R	x,y,z;z,x,y;y,z,x;-z,-y,-x;-y,-x,-z;-x,-z,-y;-x,-y,-z;-z,-x,-y;-y,-z,-x;z,y,x;y,x,z;x,z,y
167	a,b,c	R -3 c :h	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z+1/2;x-y,-y,-z+1/2;-x,-x+y,-z+1/2;-x,-y,-z;y,-x+y,-z;x-y,x,-z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;y+2/3,x+1/3,-z+5/6;x-y+2/3,-y+1/3,-z+5/6;-x+2/3,-x+y+1/3,-z+5/6;-x+2/3,-y+1/3,-z+1/3;y+2/3,-x+y+1/3,-z+1/3;x-y+2/3,x+1/3,-z+1/3;-y+2/3,-x+1/3,z+5/6;-x+y+2/3,y+1/3,z+5/6;x+2/3,x-y+1/3,z+5/6;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;y+1/3,x+2/3,-z+1/6;x-y+1/3,-y+2/3,-z+1/6;-x+1/3,-x+y+2/3,-z+1/6;-x+1/3,-y+2/3,-z+2/3;y+1/3,-x+y+2/3,-z+2/3;x-y+1/3,x+2/3,-z+2/3;-y+1/3,-x+2/3,z+1/6;-x+y+1/3,y+2/3,z+1/6;x+1/3,x-y+2/3,z+1/6
167	2/3a+1/3b+1/3c,-1/3a+1/3b+1/3c,-1/3a-2/3b+1/3c	R -3 c :R	x,y,z;z,x,y;y,z,x;-z+1/2,-y+1/2,-x+1/2;-y+1/2,-x+1/2,-z+1/2;-x+1/2,-z+1/2,-y+1/2;-x,-y,-z;-z,-x,-y;-y,-z,-x;z+1/2,y+1/2,x+1/2;y+1/2,x+1/2,z+1/2;x+1/2,z+1/2,y+1/2;-z+3/2,-y+1/2,-x+1/2;-y+3/2,-x+1/2,-z+1/2;-x+3/2,-z+1/2,-y+1/2;z+3/2,y+1/2,x+1/2;y+3/2,x+1/2,z+1/2;x+3/2,z+1/2,y+1/2;-z+1/2,-y+1/2,-x-1/2;-y+1/2,-x+1/2,-z-1/2;-x+1/2,-z+1/2,-y-1/2;z+1/2,y+1/2,x-1/2;y+1/2,x+1/2,z-1/2;x+1/2,z+1/2,y-1/2
168	a,b,c	P 6	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z;y,-x+y,z;x-y,x,z
169	a,b,c	P 61	x,y,z;-y,x-y,z+1/3;-x+y,-x,z+2/3;-x,-y,z+1/2;y,-x+y,z+5/6;x-y,x,z+1/6
170	a,b,c	P 65	x,y,z;-y,x-y,z+2/3;-x+y,-x,z+1/3;-x,-y,z+1/2;y,-x+y,z+1/6;x-y,x,z+5/6
171	a,b,c	P 62	x,y,z;-y,x-y,z+2/3;-x+y,-x,z+1/3;-x,-y,z;y,-x+y,z+2/3;x-y,x,z+1/3
172	a,b,c	P 64	x,y,z;-y,x-y,z+1/3;-x+y,-x,z+2/3;-x,-y,z;y,-x+y,z+1/3;x-y,x,z+2/3
173	a,b,c	P 63	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z+1/2;y,-x+y,z+1/2;x-y,x,z+1/2
174	a,b,c	P -6	x,y,z;-y,x-y,z;-x+y,-x,z;x,y,-z;-y,x-y,-z;-x+y,-x,-z
175	a,b,c	P 6/m	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z;y,-x+y,z;x-y,x,z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;x,y,-z;-y,x-y,-z;-x+y,-x,-z
176	a,b,c	P 63/m	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z+1/2;y,-x+y,z+1/2;x-y,x,z+1/2;-x,-y,-z;y,-x+y,-z;x-y,x,-z;x,y,-z+1/2;-y,x-y,-z+1/2;-x+y,-x,-z+1/2
177	a,b,c	P 6 2 2	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z;y,-x+y,z;x-y,x,z;y,x,-z;x-y,-y,-z;-x,-x+y,-z;-y,-x,-z;-x+y,y,-z;x,x-y,-z
178	a,b,c	P 61 2 2	x,y,z;-y,x-y,z+1/3;-x+y,-x,z+2/3;-x,-y,z+1/2;y,-x+y,z+5/6;x-y,x,z+1/6;y,x,-z+1/3;x-y,-y,-z;-x,-x+y,-z+2/3;-y,-x,-z+5/6;-x+y,y,-z+1/2;x,x-y,-z+1/6
179	a,b,c	P 65 2 2	x,y,z;-y,x-y,z+2/3;-x+y,-x,z+1/3;-x,-y,z+1/2;y,-x+y,z+1/6;x-y,x,z+5/6;y,x,-z+2/3;x-y,-y,-z;-x,-x+y,-z+1/3;-y,-x,-z+1/6;-x+y,y,-z+1/2;x,x-y,-z+5/6
180	a,b,c	P 62 2 2	x,y,z;-y,x-y,z+2/3;-x+y,-x,z+1/3;-x,-y,z;y,-x+y,z+2/3;x-y,x,z+1/3;y,x,-z+2/3;x-y,-y,-z;-x,-x+y,-z+1/3;-y,-x,-z+2/3;-x+y,y,-z;x,x-y,-z+1/3
181	a,b,c	P 64 2 2	x,y,z;-y,x-y,z+1/3;-x+y,-x,z+2/3;-x,-y,z;y,-x+y,z+1/3;x-y,x,z+2/3;y,x,-z+1/3;x-y,-y,-z;-x,-x+y,-z+2/3;-y,-x,-z+1/3;-x+y,y,-z;x,x-y,-z+2/3
182	a,b,c	P 63 2 2	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z+1/2;y,-x+y,z+1/2;x-y,x,z+1/2;y,x,-z;x-y,-y,-z;-x,-x+y,-z;-y,-x,-z+1/2;-x+y,y,-z+1/2;x,x-y,-z+1/2
183	a,b,c	P 6 m m	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z;y,-x+y,z;x-y,x,z;-y,-x,z;-x+y,y,z;x,x-y,z;y,x,z;x-y,-y,z;-x,-x+y,z
184	a,b,c	P 6 c c	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z;y,-x+y,z;x-y,x,z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
185	a,b,c	P 63 c m	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z+1/2;y,-x+y,z+1/2;x-y,x,z+1/2;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;y,x,z;x-y,-y,z;-x,-x+y,z
186	a,b,c	P 63 m c	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z+1/2;y,-x+y,z+1/2;x-y,x,z+1/2;-y,-x,z;-x+y,y,z;x,x-y,z;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
187	a,b,c	P -6 m 2	x,y,z;-y,x-y,z;-x+y,-x,z;x,y,-z;-y,x-y,-z;-x+y,-x,-z;-y,-x,z;-x+y,y,z;x,x-y,z;-y,-x,-z;-x+y,y,-z;x,x-y,-z
188	a,b,c	P -6 c 2	x,y,z;-y,x-y,z;-x+y,-x,z;x,y,-z+1/2;-y,x-y,-z+1/2;-x+y,-x,-z+1/2;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;-y,-x,-z;-x+y,y,-z;x,x-y,-z
189	a,b,c	P -6 2 m	x,y,z;-y,x-y,z;-x+y,-x,z;x,y,-z;-y,x-y,-z;-x+y,-x,-z;y,x,-z;x-y,-y,-z;-x,-x+y,-z;y,x,z;x-y,-y,z;-x,-x+y,z
190	a,b,c	P -6 2 c	x,y,z;-y,x-y,z;-x+y,-x,z;x,y,-z+1/2;-y,x-y,-z+1/2;-x+y,-x,-z+1/2;y,x,-z;x-y,-y,-z;-x,-x+y,-z;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
191	a,b,c	P 6/m m m	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z;y,-x+y,z;x-y,x,z;y,x,-z;x-y,-y,-z;-x,-x+y,-z;-y,-x,-z;-x+y,y,-z;x,x-y,-z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;x,y,-z;-y,x-y,-z;-x+y,-x,-z;-y,-x,z;-x+y,y,z;x,x-y,z;y,x,z;x-y,-y,z;-x,-x+y,z
192	a,b,c	P 6/m c c	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z;y,-x+y,z;x-y,x,z;y,x,-z+1/2;x-y,-y,-z+1/2;-x,-x+y,-z+1/2;-y,-x,-z+1/2;-x+y,y,-z+1/2;x,x-y,-z+1/2;-x,-y,-z;y,-x+y,-z;x-y,x,-z;x,y,-z;-y,x-y,-z;-x+y,-x,-z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
193	a,b,c	P 63/m c m	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z+1/2;y,-x+y,z+1/2;x-y,x,z+1/2;y,x,-z+1/2;x-y,-y,-z+1/2;-x,-x+y,-z+1/2;-y,-x,-z;-x+y,y,-z;x,x-y,-z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;x,y,-z+1/2;-y,x-y,-z+1/2;-x+y,-x,-z+1/2;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2;y,x,z;x-y,-y,z;-x,-x+y,z
194	a,b,c	P 63/m m c	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,z+1/2;y,-x+y,z+1/2;x-y,x,z+1/2;y,x,-z;x-y,-y,-z;-x,-x+y,-z;-y,-x,-z+1/2;-x+y,y,-z+1/2;x,x-y,-z+1/2;-x,-y,-z;y,-x+y,-z;x-y,x,-z;x,y,-z+1/2;-y,x-y,-z+1/2;-x+y,-x,-z+1/2;-y,-x,z;-x+y,y,z;x,x-y,z;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
195	a,b,c	P 2 3	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x
196	a,b,c	F 2 3	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;x,y+1/2,z+1/2;-x,-y+1/2,z+1/2;-x,y+1/2,-z+1/2;x,-y+1/2,-z+1/2;z,x+1/2,y+1/2;z,-x+1/2,-y+1/2;-z,-x+1/2,y+1/2;-z,x+1/2,-y+1/2;y,z+1/2,x+1/2;-y,z+1/2,-x+1/2;y,-z+1/2,-x+1/2;-y,-z+1/2,x+1/2;x+1/2,y,z+1/2;-x+1/2,-y,z+1/2;-x+1/2,y,-z+1/2;x+1/2,-y,-z+1/2;z+1/2,x,y+1/2;z+1/2,-x,-y+1/2;-z+1/2,-x,y+1/2;-z+1/2,x,-y+1/2;y+1/2,z,x+1/2;-y+1/2,z,-x+1/2;y+1/2,-z,-x+1/2;-y+1/2,-z,x+1/2;x+1/2,y+1/2,z;-x+1/2,-y+1/2,z;-x+1/2,y+1/2,-z;x+1/2,-y+1/2,-z;z+1/2,x+1/2,y;z+1/2,-x+1/2,-y;-z+1/2,-x+1/2,y;-z+1/2,x+1/2,-y;y+1/2,z+1/2,x;-y+1/2,z+1/2,-x;y+1/2,-z+1/2,-x;-y+1/2,-z+1/2,x
197	a,b,c	I 2 3	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;x+1/2,y+1/2,z+1/2;-x+1/2,-y+1/2,z+1/2;-x+1/2,y+1/2,-z+1/2;x+1/2,-y+1/2,-z+1/2;z+1/2,x+1/2,y+1/2;z+1/2,-x+1/2,-y+1/2;-z+1/2,-x+1/2,y+1/2;-z+1/2,x+1/2,-y+1/2;y+1/2,z+1/2,x+1/2;-y+1/2,z+1/2,-x+1/2;y+1/2,-z+1/2,-x+1/2;-y+1/2,-z+1/2,x+1/2
198	a,b,c	P 21 3	x,y,z;-x+1/2,-y,z+1/2;-x,y+1/2,-z+1/2;x+1/2,-y+1/2,-z;z,x,y;z+1/2,-x+1/2,-y;-z+1/2,-x,y+1/2;-z,x+1/2,-y+1/2;y,z,x;-y,z+1/2,-x+1/2;y+1/2,-z+1/2,-x;-y+1/2,-z,x+1/2
199	a,b,c	I 21 3	x,y,z;-x+1/2,-y,z+1/2;-x,y+1/2,-z+1/2;x+1/2,-y+1/2,-z;z,x,y;z+1/2,-x+1/2,-y;-z+1/2,-x,y+1/2;-z,x+1/2,-y+1/2;y,z,x;-y,z+1/2,-x+1/2;y+1/2,-z+1/2,-x;-y+1/2,-z,x+1/2;x+1/2,y+1/2,z+1/2;-x,-y+1/2,z;-x+1/2,y,-z;x,-y,-z+1/2;z+1/2,x+1/2,y+1/2;z,-x,-y+1/2;-z,-x+1/2,y;-z+1/2,x,-y;y+1/2,z+1/2,x+1/2;-y+1/2,z,-x;y,-z,-x+1/2;-y,-z+1/2,x
200	a,b,c	P m -3	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;-x,-y,-z;x,y,-z;x,-y,z;-x,y,z;-z,-x,-y;-z,x,y;z,x,-y;z,-x,y;-y,-z,-x;y,-z,x;-y,z,x;y,z,-x
201	a,b,c	P n -3  [origin 2]	x,y,z;-x+1/2,-y+1/2,z;-x+1/2,y,-z+1/2;x,-y+1/2,-z+1/2;z,x,y;z,-x+1/2,-y+1/2;-z+1/2,-x+1/2,y;-z+1/2,x,-y+1/2;y,z,x;-y+1/2,z,-x+1/2;y,-z+1/2,-x+1/2;-y+1/2,-z+1/2,x;-x,-y,-z;x+1/2,y+1/2,-z;x+1/2,-y,z+1/2;-x,y+1/2,z+1/2;-z,-x,-y;-z,x+1/2,y+1/2;z+1/2,x+1/2,-y;z+1/2,-x,y+1/2;-y,-z,-x;y+1/2,-z,x+1/2;-y,z+1/2,x+1/2;y+1/2,z+1/2,-x
201	a,b,c;-1/4,-1/4,-1/4	P n -3 :1	x,y,z;z,x,y;y,z,x;-x+1/2,-y+1/2,-z+1/2;x+1/2,y+1/2,-z+1/2;x+1/2,-y+1/2,z+1/2;-x+1/2,y+1/2,z+1/2;-z+1/2,-x+1/2,-y+1/2;-z+1/2,x+1/2,y+1/2;z+1/2,x+1/2,-y+1/2;z+1/2,-x+1/2,y+1/2;-y+1/2,-z+1/2,-x+1/2;y+1/2,-z+1/2,x+1/2;-y+1/2,z+1/2,x+1/2;y+1/2,z+1/2,-x+1/2
202	a,b,c	F m -3	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;-x,-y,-z;x,y,-z;x,-y,z;-x,y,z;-z,-x,-y;-z,x,y;z,x,-y;z,-x,y;-y,-z,-x;y,-z,x;-y,z,x;y,z,-x;x,y+1/2,z+1/2;-x,-y+1/2,z+1/2;-x,y+1/2,-z+1/2;x,-y+1/2,-z+1/2;z,x+1/2,y+1/2;z,-x+1/2,-y+1/2;-z,-x+1/2,y+1/2;-z,x+1/2,-y+1/2;y,z+1/2,x+1/2;-y,z+1/2,-x+1/2;y,-z+1/2,-x+1/2;-y,-z+1/2,x+1/2;-x,-y+1/2,-z+1/2;x,y+1/2,-z+1/2;x,-y+1/2,z+1/2;-x,y+1/2,z+1/2;-z,-x+1/2,-y+1/2;-z,x+1/2,y+1/2;z,x+1/2,-y+1/2;z,-x+1/2,y+1/2;-y,-z+1/2,-x+1/2;y,-z+1/2,x+1/2;-y,z+1/2,x+1/2;y,z+1/2,-x+1/2;x+1/2,y,z+1/2;-x+1/2,-y,z+1/2;-x+1/2,y,-z+1/2;x+1/2,-y,-z+1/2;z+1/2,x,y+1/2;z+1/2,-x,-y+1/2;-z+1/2,-x,y+1/2;-z+1/2,x,-y+1/2;y+1/2,z,x+1/2;-y+1/2,z,-x+1/2;y+1/2,-z,-x+1/2;-y+1/2,-z,x+1/2;-x+1/2,-y,-z+1/2;x+1/2,y,-z+1/2;x+1/2,-y,z+1/2;-x+1/2,y,z+1/2;-z+1/2,-x,-y+1/2;-z+1/2,x,y+1/2;z+1/2,x,-y+1/2;z+1/2,-x,y+1/2;-y+1/2,-z,-x+1/2;y+1/2,-z,x+1/2;-y+1/2,z,x+1/2;y+1/2,z,-x+1/2;x+1/2,y+1/2,z;-x+1/2,-y+1/2,z;-x+1/2,y+1/2,-z;x+1/2,-y+1/2,-z;z+1/2,x+1/2,y;z+1/2,-x+1/2,-y;-z+1/2,-x+1/2,y;-z+1/2,x+1/2,-y;y+1/2,z+1/2,x;-y+1/2,z+1/2,-x;y+1/2,-z+1/2,-x;-y+1/2,-z+1/2,x;-x+1/2,-y+1/2,-z;x+1/2,y+1/2,-z;x+1/2,-y+1/2,z;-x+1/2,y+1/2,z;-z+1/2,-x+1/2,-y;-z+1/2,x+1/2,y;z+1/2,x+1/2,-y;z+1/2,-x+1/2,y;-y+1/2,-z+1/2,-x;y+1/2,-z+1/2,x;-y+1/2,z+1/2,x;y+1/2,z+1/2,-x
203	a,b,c	F d -3  [origin 2]	x,y,z;-x+3/4,-y+3/4,z;-x+3/4,y,-z+3/4;x,-y+3/4,-z+3/4;z,x,y;z,-x+3/4,-y+3/4;-z+3/4,-x+3/4,y;-z+3/4,x,-y+3/4;y,z,x;-y+3/4,z,-x+3/4;y,-z+3/4,-x+3/4;-y+3/4,-z+3/4,x;-x,-y,-z;x+1/4,y+1/4,-z;x+1/4,-y,z+1/4;-x,y+1/4,z+1/4;-z,-x,-y;-z,x+1/4,y+1/4;z+1/4,x+1/4,-y;z+1/4,-x,y+1/4;-y,-z,-x;y+1/4,-z,x+1/4;-y,z+1/4,x+1/4;y+1/4,z+1/4,-x;x,y+1/2,z+1/2;-x+3/4,-y+1/4,z+1/2;-x+3/4,y+1/2,-z+1/4;x,-y+1/4,-z+1/4;z,x+1/2,y+1/2;z,-x+1/4,-y+1/4;-z+3/4,-x+1/4,y+1/2;-z+3/4,x+1/2,-y+1/4;y,z+1/2,x+1/2;-y+3/4,z+1/2,-x+1/4;y,-z+1/4,-x+1/4;-y+3/4,-z+1/4,x+1/2;-x,-y+1/2,-z+1/2;x+1/4,y+3/4,-z+1/2;x+1/4,-y+1/2,z+3/4;-x,y+3/4,z+3/4;-z,-x+1/2,-y+1/2;-z,x+3/4,y+3/4;z+1/4,x+3/4,-y+1/2;z+1/4,-x+1/2,y+3/4;-y,-z+1/2,-x+1/2;y+1/4,-z+1/2,x+3/4;-y,z+3/4,x+3/4;y+1/4,z+3/4,-x+1/2;x+1/2,y,z+1/2;-x+1/4,-y+3/4,z+1/2;-x+1/4,y,-z+1/4;x+1/2,-y+3/4,-z+1/4;z+1/2,x,y+1/2;z+1/2,-x+3/4,-y+1/4;-z+1/4,-x+3/4,y+1/2;-z+1/4,x,-y+1/4;y+1/2,z,x+1/2;-y+1/4,z,-x+1/4;y+1/2,-z+3/4,-x+1/4;-y+1/4,-z+3/4,x+1/2;-x+1/2,-y,-z+1/2;x+3/4,y+1/4,-z+1/2;x+3/4,-y,z+3/4;-x+1/2,y+1/4,z+3/4;-z+1/2,-x,-y+1/2;-z+1/2,x+1/4,y+3/4;z+3/4,x+1/4,-y+1/2;z+3/4,-x,y+3/4;-y+1/2,-z,-x+1/2;y+3/4,-z,x+3/4;-y+1/2,z+1/4,x+3/4;y+3/4,z+1/4,-x+1/2;x+1/2,y+1/2,z;-x+1/4,-y+1/4,z;-x+1/4,y+1/2,-z+3/4;x+1/2,-y+1/4,-z+3/4;z+1/2,x+1/2,y;z+1/2,-x+1/4,-y+3/4;-z+1/4,-x+1/4,y;-z+1/4,x+1/2,-y+3/4;y+1/2,z+1/2,x;-y+1/4,z+1/2,-x+3/4;y+1/2,-z+1/4,-x+3/4;-y+1/4,-z+1/4,x;-x+1/2,-y+1/2,-z;x+3/4,y+3/4,-z;x+3/4,-y+1/2,z+1/4;-x+1/2,y+3/4,z+1/4;-z+1/2,-x+1/2,-y;-z+1/2,x+3/4,y+1/4;z+3/4,x+3/4,-y;z+3/4,-x+1/2,y+1/4;-y+1/2,-z+1/2,-x;y+3/4,-z+1/2,x+1/4;-y+1/2,z+3/4,x+1/4;y+3/4,z+3/4,-x
